group,id,course,semester,grade
13,122,Martial Arts and Self-Defense,2,15.5
13,122,Martial Arts and Self-Defense,2,16.5
13,122,Music and Dance,1,13
13,122,Music and Dance,1,12
13,122,Music and Dance,1,12
13,122,Music and Dance,1,15.5
13,122,Music and Dance,1,12
13,122,Music and Dance,1,12
13,122,Music and Dance,1,14.5
13,122,Music and Dance,1,8
13,122,Music and Dance,1,17.5
13,122,Spirituality and Rituals,2,13.5
13,122,Spirituality and Rituals,2,12.75
13,122,Spirituality and Rituals,2,7
13,122,Spirituality and Rituals,2,7.25
13,122,Spirituality and Rituals,2,13.75
13,122,Spirituality and Rituals,2,11.25
13,122,Spirituality and Rituals,2,11.5
13,122,Spirituality and Rituals,2,8.25
13,122,Traditional Medicine and Herbalism,2,6.5
13,122,Traditional Medicine and Herbalism,2,6
13,122,Traditional Medicine and Herbalism,2,7.5
13,122,Traditional Medicine and Herbalism,2,8.5
13,122,Traditional Medicine and Herbalism,2,9.5
13,122,Traditional Medicine and Herbalism,2,14
13,122,Traditional Medicine and Herbalism,2,10.5
13,128,Agriculture and Horticulture,1,14
13,128,Agriculture and Horticulture,1,11
13,128,Agriculture and Horticulture,1,11
13,128,Agriculture and Horticulture,1,10
13,128,Agriculture and Horticulture,1,5
13,128,Agriculture and Horticulture,1,10
13,128,Agriculture and Horticulture,1,14
13,128,Agriculture and Horticulture,1,13
13,128,Architecture and Sculpture,1,10.7
13,128,Architecture and Sculpture,1,13.1
13,128,Architecture and Sculpture,1,13.7
13,128,Astrology and Divination,1,13
13,128,Astrology and Divination,1,16.5
13,128,Astrology and Divination,1,14.5
13,128,Astrology and Divination,1,11.5
13,128,Astrology and Divination,1,13
13,128,Buddhist Philosophy and Meditation,1,11
13,128,Buddhist Philosophy and Meditation,1,10.4
13,128,Buddhist Philosophy and Meditation,1,9.5
13,128,Buddhist Philosophy and Meditation,1,10.2
13,128,Buddhist Philosophy and Meditation,1,13.6
13,128,Buddhist Philosophy and Meditation,1,12.8
13,128,Buddhist Philosophy and Meditation,1,9.1
13,128,Buddhist Philosophy and Meditation,1,11.2
13,128,Buddhist Philosophy and Meditation,1,13.2
13,128,History and Civilization of Southeast Asia,1,13
13,128,History and Civilization of Southeast Asia,1,10
13,128,History and Civilization of Southeast Asia,1,13
13,128,History and Civilization of Southeast Asia,1,8.5
13,128,History and Civilization of Southeast Asia,1,9.5
13,128,History and Civilization of Southeast Asia,1,14
13,128,History and Civilization of Southeast Asia,1,9
13,128,Language and Linguistics,1,9.5
13,128,Language and Linguistics,1,8.25
13,128,Language and Linguistics,1,9.5
13,128,Language and Linguistics,1,9
13,128,Language and Linguistics,1,8.5
13,128,Language and Linguistics,1,7.75
13,128,Language and Linguistics,1,10.25
13,128,Martial Arts and Self-Defense,2,17.5
13,128,Martial Arts and Self-Defense,2,14.2
13,128,Martial Arts and Self-Defense,2,13
13,128,Martial Arts and Self-Defense,2,13.2
13,128,Martial Arts and Self-Defense,2,16
13,128,Martial Arts and Self-Defense,2,19.3
13,128,Music and Dance,1,13.5
13,128,Music and Dance,1,7.5
13,128,Music and Dance,1,17.5
13,128,Music and Dance,1,15.5
13,128,Music and Dance,1,11
13,128,Music and Dance,1,16.5
13,128,Music and Dance,1,8
13,128,Music and Dance,1,10.5
13,128,Music and Dance,1,15
13,128,Spirituality and Rituals,2,11
13,128,Spirituality and Rituals,2,9.5
13,128,Spirituality and Rituals,2,12.75
13,128,Spirituality and Rituals,2,13.75
13,128,Spirituality and Rituals,2,10
13,128,Spirituality and Rituals,2,10.5
13,128,Spirituality and Rituals,2,13
13,128,Spirituality and Rituals,2,8.25
13,128,Traditional Medicine and Herbalism,2,10.5
13,128,Traditional Medicine and Herbalism,2,11.5
13,128,Traditional Medicine and Herbalism,2,10.5
13,128,Traditional Medicine and Herbalism,2,9
13,128,Traditional Medicine and Herbalism,2,8.5
13,128,Traditional Medicine and Herbalism,2,12
13,128,Traditional Medicine and Herbalism,2,6.5
13,136,Agriculture and Horticulture,1,4
13,136,Agriculture and Horticulture,1,8
13,136,Agriculture and Horticulture,1,5
13,136,Agriculture and Horticulture,1,9
13,136,Agriculture and Horticulture,1,10
13,136,Agriculture and Horticulture,1,12
13,136,Agriculture and Horticulture,1,13
13,136,Agriculture and Horticulture,1,11
13,136,Agriculture and Horticulture,1,7
13,136,Architecture and Sculpture,1,9.9
13,136,Architecture and Sculpture,1,12.4
13,136,Architecture and Sculpture,1,10.8
13,136,Astrology and Divination,1,10.5
13,136,Astrology and Divination,1,12.5
13,136,Astrology and Divination,1,16
13,136,Astrology and Divination,1,12.5
13,136,Astrology and Divination,1,12
13,136,Buddhist Philosophy and Meditation,1,12.5
13,136,Buddhist Philosophy and Meditation,1,8.4
13,136,Buddhist Philosophy and Meditation,1,12.8
13,136,Buddhist Philosophy and Meditation,1,11
13,136,Buddhist Philosophy and Meditation,1,8.3
13,136,Buddhist Philosophy and Meditation,1,13.6
13,136,Buddhist Philosophy and Meditation,1,9.5
13,136,Buddhist Philosophy and Meditation,1,12.9
13,136,Buddhist Philosophy and Meditation,1,10.5
13,136,History and Civilization of Southeast Asia,1,5.5
13,136,History and Civilization of Southeast Asia,1,13.5
13,136,History and Civilization of Southeast Asia,1,10
13,136,History and Civilization of Southeast Asia,1,7.5
13,136,History and Civilization of Southeast Asia,1,14
13,136,History and Civilization of Southeast Asia,1,11.5
13,136,History and Civilization of Southeast Asia,1,12
13,136,History and Civilization of Southeast Asia,1,5
13,136,History and Civilization of Southeast Asia,1,11.5
13,136,Language and Linguistics,1,8.75
13,136,Language and Linguistics,1,9.25
13,136,Language and Linguistics,1,6.75
13,136,Language and Linguistics,1,7.75
13,136,Language and Linguistics,1,10.5
13,136,Language and Linguistics,1,9.5
13,136,Language and Linguistics,1,8
13,136,Language and Linguistics,1,10
13,136,Martial Arts and Self-Defense,2,12.9
13,136,Martial Arts and Self-Defense,2,13.1
13,136,Martial Arts and Self-Defense,2,15.8
13,136,Martial Arts and Self-Defense,2,17.3
13,136,Martial Arts and Self-Defense,2,15.2
13,136,Martial Arts and Self-Defense,2,18.8
13,136,Music and Dance,1,18
13,136,Music and Dance,1,14.5
13,136,Music and Dance,1,14.5
13,136,Music and Dance,1,14.5
13,136,Music and Dance,1,12
13,136,Music and Dance,1,14
13,136,Music and Dance,1,13.5
13,136,Music and Dance,1,15.5
13,136,Music and Dance,1,11
13,136,Spirituality and Rituals,2,10.5
13,136,Spirituality and Rituals,2,10.75
13,136,Spirituality and Rituals,2,8.5
13,136,Spirituality and Rituals,2,11
13,136,Spirituality and Rituals,2,8.25
13,136,Spirituality and Rituals,2,8
13,136,Spirituality and Rituals,2,12.75
13,136,Traditional Medicine and Herbalism,2,10.5
13,136,Traditional Medicine and Herbalism,2,8
13,136,Traditional Medicine and Herbalism,2,8
13,136,Traditional Medicine and Herbalism,2,10.5
13,136,Traditional Medicine and Herbalism,2,5.5
13,136,Traditional Medicine and Herbalism,2,13
13,136,Traditional Medicine and Herbalism,2,13
13,183,Agriculture and Horticulture,1,9
13,183,Agriculture and Horticulture,1,9
13,183,Agriculture and Horticulture,1,5
13,183,Agriculture and Horticulture,1,12
13,183,Agriculture and Horticulture,1,9
13,183,Agriculture and Horticulture,1,15
13,183,Agriculture and Horticulture,1,11
13,183,Agriculture and Horticulture,1,12
13,183,Agriculture and Horticulture,1,14
13,183,Architecture and Sculpture,1,11.3
13,183,Architecture and Sculpture,1,11.5
13,183,Architecture and Sculpture,1,10.9
13,183,Astrology and Divination,1,12.5
13,183,Astrology and Divination,1,12
13,183,Astrology and Divination,1,15
13,183,Astrology and Divination,1,11.5
13,183,Astrology and Divination,1,13.5
13,183,Buddhist Philosophy and Meditation,1,8.7
13,183,Buddhist Philosophy and Meditation,1,11.9
13,183,Buddhist Philosophy and Meditation,1,12.1
13,183,Buddhist Philosophy and Meditation,1,13
13,183,Buddhist Philosophy and Meditation,1,10.6
13,183,Buddhist Philosophy and Meditation,1,11.4
13,183,Buddhist Philosophy and Meditation,1,11.1
13,183,Buddhist Philosophy and Meditation,1,14.8
13,183,Buddhist Philosophy and Meditation,1,10.9
13,183,History and Civilization of Southeast Asia,1,11.5
13,183,History and Civilization of Southeast Asia,1,10.5
13,183,History and Civilization of Southeast Asia,1,9
13,183,History and Civilization of Southeast Asia,1,7
13,183,History and Civilization of Southeast Asia,1,9
13,183,History and Civilization of Southeast Asia,1,5
13,183,History and Civilization of Southeast Asia,1,10
13,183,History and Civilization of Southeast Asia,1,11.5
13,183,Language and Linguistics,1,10
13,183,Language and Linguistics,1,10
13,183,Language and Linguistics,1,9.5
13,183,Language and Linguistics,1,8
13,183,Language and Linguistics,1,8.5
13,183,Language and Linguistics,1,8.5
13,183,Language and Linguistics,1,8.5
13,183,Language and Linguistics,1,9.25
13,183,Martial Arts and Self-Defense,2,12
13,183,Martial Arts and Self-Defense,2,13.9
13,183,Martial Arts and Self-Defense,2,14.7
13,183,Martial Arts and Self-Defense,2,15.1
13,183,Martial Arts and Self-Defense,2,12.2
13,183,Martial Arts and Self-Defense,2,15.6
13,183,Music and Dance,1,9.5
13,183,Music and Dance,1,14.5
13,183,Music and Dance,1,19
13,183,Music and Dance,1,12.5
13,183,Music and Dance,1,12
13,183,Music and Dance,1,14.5
13,183,Music and Dance,1,12
13,183,Music and Dance,1,14.5
13,183,Music and Dance,1,10.5
13,183,Spirituality and Rituals,2,10.75
13,183,Spirituality and Rituals,2,14.25
13,183,Spirituality and Rituals,2,12.75
13,183,Spirituality and Rituals,2,13
13,183,Spirituality and Rituals,2,8.25
13,183,Spirituality and Rituals,2,9.25
13,183,Spirituality and Rituals,2,8.75
13,183,Spirituality and Rituals,2,8.5
13,183,Traditional Medicine and Herbalism,2,7.5
13,183,Traditional Medicine and Herbalism,2,8
13,183,Traditional Medicine and Herbalism,2,8.5
13,183,Traditional Medicine and Herbalism,2,9
13,183,Traditional Medicine and Herbalism,2,10.5
13,183,Traditional Medicine and Herbalism,2,7
13,183,Traditional Medicine and Herbalism,2,8.5
13,209,Agriculture and Horticulture,1,10
13,209,Agriculture and Horticulture,1,6
13,209,Agriculture and Horticulture,1,12
13,209,Agriculture and Horticulture,1,9
13,209,Agriculture and Horticulture,1,2
13,209,Agriculture and Horticulture,1,13
13,209,Agriculture and Horticulture,1,3
13,209,Agriculture and Horticulture,1,9
13,209,Agriculture and Horticulture,1,7
13,209,Architecture and Sculpture,1,10.7
13,209,Architecture and Sculpture,1,7.5
13,209,Architecture and Sculpture,1,13.7
13,209,Astrology and Divination,1,9
13,209,Astrology and Divination,1,12
13,209,Astrology and Divination,1,11
13,209,Astrology and Divination,1,13
13,209,Astrology and Divination,1,17
13,209,Buddhist Philosophy and Meditation,1,7.9
13,209,Buddhist Philosophy and Meditation,1,8
13,209,Buddhist Philosophy and Meditation,1,12
13,209,Buddhist Philosophy and Meditation,1,8.4
13,209,Buddhist Philosophy and Meditation,1,11.7
13,209,Buddhist Philosophy and Meditation,1,11
13,209,Buddhist Philosophy and Meditation,1,11.5
13,209,Buddhist Philosophy and Meditation,1,6.7
13,209,Buddhist Philosophy and Meditation,1,12.2
13,209,History and Civilization of Southeast Asia,1,7
13,209,History and Civilization of Southeast Asia,1,9
13,209,History and Civilization of Southeast Asia,1,7
13,209,History and Civilization of Southeast Asia,1,8.5
13,209,History and Civilization of Southeast Asia,1,11
13,209,History and Civilization of Southeast Asia,1,13
13,209,History and Civilization of Southeast Asia,1,5
13,209,History and Civilization of Southeast Asia,1,11
13,209,History and Civilization of Southeast Asia,1,9
13,209,Language and Linguistics,1,8
13,209,Language and Linguistics,1,9.5
13,209,Language and Linguistics,1,9.25
13,209,Language and Linguistics,1,9.25
13,209,Language and Linguistics,1,11
13,209,Language and Linguistics,1,9.25
13,209,Language and Linguistics,1,8.75
13,209,Language and Linguistics,1,7.5
13,209,Martial Arts and Self-Defense,2,11.3
13,209,Martial Arts and Self-Defense,2,15.4
13,209,Martial Arts and Self-Defense,2,14
13,209,Martial Arts and Self-Defense,2,13.8
13,209,Martial Arts and Self-Defense,2,14.2
13,209,Martial Arts and Self-Defense,2,10.5
13,209,Music and Dance,1,14
13,209,Music and Dance,1,13.5
13,209,Music and Dance,1,7
13,209,Music and Dance,1,16.5
13,209,Music and Dance,1,7.5
13,209,Music and Dance,1,16
13,209,Music and Dance,1,12.5
13,209,Music and Dance,1,12.5
13,209,Music and Dance,1,15.5
13,209,Spirituality and Rituals,2,11.75
13,209,Spirituality and Rituals,2,7.5
13,209,Spirituality and Rituals,2,9.25
13,209,Spirituality and Rituals,2,9
13,209,Spirituality and Rituals,2,10.5
13,209,Spirituality and Rituals,2,9
13,209,Spirituality and Rituals,2,16.75
13,209,Spirituality and Rituals,2,11
13,209,Traditional Medicine and Herbalism,2,12.5
13,209,Traditional Medicine and Herbalism,2,6.5
13,209,Traditional Medicine and Herbalism,2,12
13,209,Traditional Medicine and Herbalism,2,10.5
13,209,Traditional Medicine and Herbalism,2,8.5
13,209,Traditional Medicine and Herbalism,2,5
13,209,Traditional Medicine and Herbalism,2,6
13,229,Agriculture and Horticulture,1,10
13,229,Agriculture and Horticulture,1,12
13,229,Agriculture and Horticulture,1,7
13,229,Agriculture and Horticulture,1,8
13,229,Agriculture and Horticulture,1,6
13,229,Agriculture and Horticulture,1,12
13,229,Agriculture and Horticulture,1,12
13,229,Agriculture and Horticulture,1,9
13,229,Agriculture and Horticulture,1,5
13,229,Architecture and Sculpture,1,8.1
13,229,Architecture and Sculpture,1,11.3
13,229,Architecture and Sculpture,1,10.9
13,229,Astrology and Divination,1,12
13,229,Astrology and Divination,1,12
13,229,Astrology and Divination,1,10
13,229,Astrology and Divination,1,16
13,229,Astrology and Divination,1,10
13,229,Buddhist Philosophy and Meditation,1,13.9
13,229,Buddhist Philosophy and Meditation,1,11.5
13,229,Buddhist Philosophy and Meditation,1,11.1
13,229,Buddhist Philosophy and Meditation,1,10
13,229,Buddhist Philosophy and Meditation,1,12.2
13,229,Buddhist Philosophy and Meditation,1,11.3
13,229,Buddhist Philosophy and Meditation,1,11.7
13,229,Buddhist Philosophy and Meditation,1,8.2
13,229,Buddhist Philosophy and Meditation,1,12
13,229,History and Civilization of Southeast Asia,1,14.5
13,229,History and Civilization of Southeast Asia,1,9.5
13,229,History and Civilization of Southeast Asia,1,12
13,229,History and Civilization of Southeast Asia,1,13
13,229,History and Civilization of Southeast Asia,1,14
13,229,History and Civilization of Southeast Asia,1,13
13,229,History and Civilization of Southeast Asia,1,11
13,229,History and Civilization of Southeast Asia,1,6
13,229,Language and Linguistics,1,9.75
13,229,Language and Linguistics,1,9.5
13,229,Language and Linguistics,1,10.25
13,229,Language and Linguistics,1,9
13,229,Language and Linguistics,1,10.25
13,229,Language and Linguistics,1,8.75
13,229,Language and Linguistics,1,9.75
13,229,Language and Linguistics,1,8
13,229,Martial Arts and Self-Defense,2,13.7
13,229,Martial Arts and Self-Defense,2,16.5
13,229,Martial Arts and Self-Defense,2,17
13,229,Martial Arts and Self-Defense,2,12.3
13,229,Martial Arts and Self-Defense,2,13.5
13,229,Martial Arts and Self-Defense,2,11.2
13,229,Music and Dance,1,12.5
13,229,Music and Dance,1,9.5
13,229,Music and Dance,1,12
13,229,Music and Dance,1,15
13,229,Music and Dance,1,14.5
13,229,Music and Dance,1,10.5
13,229,Music and Dance,1,13
13,229,Music and Dance,1,16
13,229,Music and Dance,1,13.5
13,229,Spirituality and Rituals,2,11.5
13,229,Spirituality and Rituals,2,7.75
13,229,Spirituality and Rituals,2,5.5
13,229,Spirituality and Rituals,2,15.5
13,229,Spirituality and Rituals,2,12.25
13,229,Spirituality and Rituals,2,10.75
13,229,Spirituality and Rituals,2,6
13,229,Spirituality and Rituals,2,15
13,229,Traditional Medicine and Herbalism,2,12.5
13,229,Traditional Medicine and Herbalism,2,6
13,229,Traditional Medicine and Herbalism,2,10.5
13,229,Traditional Medicine and Herbalism,2,10.5
13,229,Traditional Medicine and Herbalism,2,5.5
13,229,Traditional Medicine and Herbalism,2,6
13,229,Traditional Medicine and Herbalism,2,6.5
13,231,Agriculture and Horticulture,1,11
13,231,Agriculture and Horticulture,1,10
13,231,Agriculture and Horticulture,1,13
13,231,Agriculture and Horticulture,1,9
13,231,Agriculture and Horticulture,1,4
13,231,Agriculture and Horticulture,1,10
13,231,Agriculture and Horticulture,1,9
13,231,Agriculture and Horticulture,1,10
13,231,Agriculture and Horticulture,1,10
13,231,Architecture and Sculpture,1,9.1
13,231,Architecture and Sculpture,1,10.4
13,231,Architecture and Sculpture,1,9.5
13,231,Astrology and Divination,1,12
13,231,Astrology and Divination,1,11.5
13,231,Astrology and Divination,1,13.5
13,231,Astrology and Divination,1,12
13,231,Buddhist Philosophy and Meditation,1,12.8
13,231,Buddhist Philosophy and Meditation,1,11.6
13,231,Buddhist Philosophy and Meditation,1,12.4
13,231,Buddhist Philosophy and Meditation,1,10.3
13,231,Buddhist Philosophy and Meditation,1,8.9
13,231,Buddhist Philosophy and Meditation,1,13.1
13,231,Buddhist Philosophy and Meditation,1,11.6
13,231,Buddhist Philosophy and Meditation,1,8.4
13,231,Buddhist Philosophy and Meditation,1,12.5
13,231,History and Civilization of Southeast Asia,1,14
13,231,History and Civilization of Southeast Asia,1,8.5
13,231,History and Civilization of Southeast Asia,1,10.5
13,231,History and Civilization of Southeast Asia,1,6.5
13,231,History and Civilization of Southeast Asia,1,11.5
13,231,History and Civilization of Southeast Asia,1,10
13,231,History and Civilization of Southeast Asia,1,10
13,231,History and Civilization of Southeast Asia,1,9.5
13,231,History and Civilization of Southeast Asia,1,6.5
13,231,Language and Linguistics,1,9.25
13,231,Language and Linguistics,1,9.25
13,231,Language and Linguistics,1,8.75
13,231,Language and Linguistics,1,11
13,231,Language and Linguistics,1,10.5
13,231,Language and Linguistics,1,8
13,231,Language and Linguistics,1,9.5
13,231,Language and Linguistics,1,8.5
13,231,Martial Arts and Self-Defense,2,13.6
13,231,Martial Arts and Self-Defense,2,11.5
13,231,Martial Arts and Self-Defense,2,10.6
13,231,Martial Arts and Self-Defense,2,15.3
13,231,Martial Arts and Self-Defense,2,12.9
13,231,Martial Arts and Self-Defense,2,13.2
13,231,Music and Dance,1,13.5
13,231,Music and Dance,1,7.5
13,231,Music and Dance,1,9
13,231,Music and Dance,1,18
13,231,Music and Dance,1,14
13,231,Music and Dance,1,18
13,231,Music and Dance,1,15.5
13,231,Music and Dance,1,12
13,231,Music and Dance,1,8
13,231,Spirituality and Rituals,2,9.5
13,231,Spirituality and Rituals,2,9.75
13,231,Spirituality and Rituals,2,9.5
13,231,Spirituality and Rituals,2,9.25
13,231,Spirituality and Rituals,2,8
13,231,Spirituality and Rituals,2,8.75
13,231,Spirituality and Rituals,2,11.5
13,231,Spirituality and Rituals,2,11.5
13,231,Traditional Medicine and Herbalism,2,10
13,231,Traditional Medicine and Herbalism,2,6
13,231,Traditional Medicine and Herbalism,2,5.5
13,231,Traditional Medicine and Herbalism,2,5.5
13,231,Traditional Medicine and Herbalism,2,10.5
13,231,Traditional Medicine and Herbalism,2,9.5
13,231,Traditional Medicine and Herbalism,2,9
13,264,Agriculture and Horticulture,1,9
13,264,Agriculture and Horticulture,1,9
13,264,Agriculture and Horticulture,1,6
13,264,Agriculture and Horticulture,1,11
13,264,Agriculture and Horticulture,1,10
13,264,Agriculture and Horticulture,1,7
13,264,Architecture and Sculpture,1,12.4
13,264,Architecture and Sculpture,1,11.8
13,264,Architecture and Sculpture,1,11.7
13,264,Astrology and Divination,1,11
13,264,Astrology and Divination,1,14
13,264,Astrology and Divination,1,14.5
13,264,Astrology and Divination,1,14.5
13,264,Astrology and Divination,1,13.5
13,264,Buddhist Philosophy and Meditation,1,11
13,264,Buddhist Philosophy and Meditation,1,10.8
13,264,Buddhist Philosophy and Meditation,1,8.4
13,264,Buddhist Philosophy and Meditation,1,10.4
13,264,Buddhist Philosophy and Meditation,1,9.5
13,264,Buddhist Philosophy and Meditation,1,9.8
13,264,Buddhist Philosophy and Meditation,1,7
13,264,Buddhist Philosophy and Meditation,1,9.4
13,264,Buddhist Philosophy and Meditation,1,8.8
13,264,History and Civilization of Southeast Asia,1,7.5
13,264,History and Civilization of Southeast Asia,1,9.5
13,264,History and Civilization of Southeast Asia,1,8
13,264,History and Civilization of Southeast Asia,1,10.5
13,264,History and Civilization of Southeast Asia,1,12
13,264,History and Civilization of Southeast Asia,1,8
13,264,History and Civilization of Southeast Asia,1,15
13,264,History and Civilization of Southeast Asia,1,6.5
13,264,History and Civilization of Southeast Asia,1,9.5
13,264,Language and Linguistics,1,8
13,264,Language and Linguistics,1,9.75
13,264,Language and Linguistics,1,9.5
13,264,Language and Linguistics,1,9.75
13,264,Language and Linguistics,1,9
13,264,Language and Linguistics,1,8.5
13,264,Language and Linguistics,1,9.25
13,264,Language and Linguistics,1,10
13,264,Martial Arts and Self-Defense,2,13.3
13,264,Martial Arts and Self-Defense,2,17.6
13,264,Martial Arts and Self-Defense,2,12.6
13,264,Martial Arts and Self-Defense,2,9.8
13,264,Martial Arts and Self-Defense,2,17.7
13,264,Martial Arts and Self-Defense,2,14.7
13,264,Music and Dance,1,14.5
13,264,Music and Dance,1,11.5
13,264,Music and Dance,1,11.5
13,264,Music and Dance,1,15
13,264,Music and Dance,1,6.5
13,264,Music and Dance,1,13.5
13,264,Music and Dance,1,14.5
13,264,Music and Dance,1,11
13,264,Music and Dance,1,11
13,264,Spirituality and Rituals,2,11.75
13,264,Spirituality and Rituals,2,10.75
13,264,Spirituality and Rituals,2,7
13,264,Spirituality and Rituals,2,9
13,264,Spirituality and Rituals,2,13.5
13,264,Spirituality and Rituals,2,14.75
13,264,Spirituality and Rituals,2,9.25
13,264,Spirituality and Rituals,2,6.5
13,264,Traditional Medicine and Herbalism,2,12.5
13,264,Traditional Medicine and Herbalism,2,11.5
13,264,Traditional Medicine and Herbalism,2,10
13,264,Traditional Medicine and Herbalism,2,10.5
13,264,Traditional Medicine and Herbalism,2,4.5
13,264,Traditional Medicine and Herbalism,2,8.5
13,264,Traditional Medicine and Herbalism,2,7.5
13,266,Agriculture and Horticulture,1,13
13,266,Agriculture and Horticulture,1,8
13,266,Agriculture and Horticulture,1,9
13,266,Agriculture and Horticulture,1,5
13,266,Agriculture and Horticulture,1,8
13,266,Agriculture and Horticulture,1,9
13,266,Agriculture and Horticulture,1,7
13,266,Architecture and Sculpture,1,10.9
13,266,Architecture and Sculpture,1,12.2
13,266,Architecture and Sculpture,1,10.3
13,266,Astrology and Divination,1,14.5
13,266,Astrology and Divination,1,14.5
13,266,Astrology and Divination,1,13.5
13,266,Astrology and Divination,1,12.5
13,266,Astrology and Divination,1,16
13,266,Buddhist Philosophy and Meditation,1,10
13,266,Buddhist Philosophy and Meditation,1,12.2
13,266,Buddhist Philosophy and Meditation,1,5.6
13,266,Buddhist Philosophy and Meditation,1,9.2
13,266,Buddhist Philosophy and Meditation,1,10.3
13,266,Buddhist Philosophy and Meditation,1,8.3
13,266,Buddhist Philosophy and Meditation,1,11.7
13,266,Buddhist Philosophy and Meditation,1,12.6
13,266,Buddhist Philosophy and Meditation,1,11.3
13,266,History and Civilization of Southeast Asia,1,5.5
13,266,History and Civilization of Southeast Asia,1,11
13,266,History and Civilization of Southeast Asia,1,8
13,266,History and Civilization of Southeast Asia,1,10
13,266,History and Civilization of Southeast Asia,1,13
13,266,History and Civilization of Southeast Asia,1,7.5
13,266,History and Civilization of Southeast Asia,1,6.5
13,266,History and Civilization of Southeast Asia,1,9
13,266,History and Civilization of Southeast Asia,1,11
13,266,Language and Linguistics,1,8.5
13,266,Language and Linguistics,1,9.5
13,266,Language and Linguistics,1,7.5
13,266,Language and Linguistics,1,8.5
13,266,Language and Linguistics,1,9.25
13,266,Language and Linguistics,1,6.5
13,266,Language and Linguistics,1,7.75
13,266,Language and Linguistics,1,8.75
13,266,Martial Arts and Self-Defense,2,13.4
13,266,Martial Arts and Self-Defense,2,15.8
13,266,Martial Arts and Self-Defense,2,14.3
13,266,Martial Arts and Self-Defense,2,16
13,266,Martial Arts and Self-Defense,2,12.5
13,266,Martial Arts and Self-Defense,2,14.5
13,266,Music and Dance,1,13
13,266,Music and Dance,1,10
13,266,Music and Dance,1,15
13,266,Music and Dance,1,10
13,266,Music and Dance,1,13
13,266,Music and Dance,1,11
13,266,Music and Dance,1,8.5
13,266,Music and Dance,1,11
13,266,Music and Dance,1,20
13,266,Spirituality and Rituals,2,6.25
13,266,Spirituality and Rituals,2,9.25
13,266,Spirituality and Rituals,2,6.5
13,266,Spirituality and Rituals,2,11.75
13,266,Spirituality and Rituals,2,13.5
13,266,Spirituality and Rituals,2,14.5
13,266,Spirituality and Rituals,2,11.25
13,266,Spirituality and Rituals,2,14
13,266,Traditional Medicine and Herbalism,2,7
13,266,Traditional Medicine and Herbalism,2,9.5
13,266,Traditional Medicine and Herbalism,2,10
13,266,Traditional Medicine and Herbalism,2,11
13,266,Traditional Medicine and Herbalism,2,5.5
13,266,Traditional Medicine and Herbalism,2,11
13,266,Traditional Medicine and Herbalism,2,10
13,274,Agriculture and Horticulture,1,12
13,274,Agriculture and Horticulture,1,12
13,274,Agriculture and Horticulture,1,8
13,274,Agriculture and Horticulture,1,7
13,274,Agriculture and Horticulture,1,12
13,274,Agriculture and Horticulture,1,12
13,274,Agriculture and Horticulture,1,9
13,274,Agriculture and Horticulture,1,8
13,274,Architecture and Sculpture,1,7.1
13,274,Architecture and Sculpture,1,11.8
13,274,Architecture and Sculpture,1,10.3
13,274,Astrology and Divination,1,14
13,274,Astrology and Divination,1,11
13,274,Astrology and Divination,1,12.5
13,274,Astrology and Divination,1,12.5
13,274,Astrology and Divination,1,15.5
13,274,Buddhist Philosophy and Meditation,1,7.3
13,274,Buddhist Philosophy and Meditation,1,13
13,274,Buddhist Philosophy and Meditation,1,11.7
13,274,Buddhist Philosophy and Meditation,1,7.4
13,274,Buddhist Philosophy and Meditation,1,12.2
13,274,Buddhist Philosophy and Meditation,1,10.5
13,274,Buddhist Philosophy and Meditation,1,12.5
13,274,Buddhist Philosophy and Meditation,1,9
13,274,History and Civilization of Southeast Asia,1,5
13,274,History and Civilization of Southeast Asia,1,9
13,274,History and Civilization of Southeast Asia,1,9.5
13,274,History and Civilization of Southeast Asia,1,12
13,274,History and Civilization of Southeast Asia,1,10.5
13,274,History and Civilization of Southeast Asia,1,7.5
13,274,History and Civilization of Southeast Asia,1,9
13,274,History and Civilization of Southeast Asia,1,9.5
13,274,History and Civilization of Southeast Asia,1,9.5
13,274,Language and Linguistics,1,10.25
13,274,Language and Linguistics,1,9
13,274,Language and Linguistics,1,8.75
13,274,Language and Linguistics,1,9
13,274,Language and Linguistics,1,7.5
13,274,Language and Linguistics,1,8.5
13,274,Language and Linguistics,1,9.25
13,274,Language and Linguistics,1,9.25
13,274,Martial Arts and Self-Defense,2,15.1
13,274,Martial Arts and Self-Defense,2,14.4
13,274,Martial Arts and Self-Defense,2,14.9
13,274,Martial Arts and Self-Defense,2,13.7
13,274,Martial Arts and Self-Defense,2,16.4
13,274,Martial Arts and Self-Defense,2,15.8
13,274,Music and Dance,1,15
13,274,Music and Dance,1,12
13,274,Music and Dance,1,11.5
13,274,Music and Dance,1,9
13,274,Music and Dance,1,13.5
13,274,Music and Dance,1,13.5
13,274,Music and Dance,1,10
13,274,Music and Dance,1,10.5
13,274,Music and Dance,1,11
13,274,Spirituality and Rituals,2,5.75
13,274,Spirituality and Rituals,2,8.5
13,274,Spirituality and Rituals,2,9
13,274,Spirituality and Rituals,2,8.5
13,274,Spirituality and Rituals,2,9.5
13,274,Spirituality and Rituals,2,6.75
13,274,Spirituality and Rituals,2,11.75
13,274,Spirituality and Rituals,2,13.5
13,274,Traditional Medicine and Herbalism,2,8
